Data/Hora,Data,Hora,Data Hora,Mês,Dia da Semana,Dia Útil,Carga
2020-01-01 00:00:00,01-01-2020,00:00:00,01-01-2020 00:00:00,01,Quarta-Feira,Útil,39090.7475
2020-01-01 01:00:00,01-01-2020,01:00:00,01-01-2020 01:00:00,01,Quarta-Feira,Útil,39898.2485
2020-01-01 02:00:00,01-01-2020,02:00:00,01-01-2020 02:00:00,01,Quarta-Feira,Útil,39491.627
2020-01-01 03:00:00,01-01-2020,03:00:00,01-01-2020 03:00:00,01,Quarta-Feira,Útil,38276.1615
2020-01-01 04:00:00,01-01-2020,04:00:00,01-01-2020 04:00:00,01,Quarta-Feira,Útil,37286.1645
2020-01-01 05:00:00,01-01-2020,05:00:00,01-01-2020 05:00:00,01,Quarta-Feira,Útil,34980.591
2020-01-01 06:00:00,01-01-2020,06:00:00,01-01-2020 06:00:00,01,Quarta-Feira,Útil,33457.779
2020-01-01 07:00:00,01-01-2020,07:00:00,01-01-2020 07:00:00,01,Quarta-Feira,Útil,33623.387
2020-01-01 08:00:00,01-01-2020,08:00:00,01-01-2020 08:00:00,01,Quarta-Feira,Útil,34408.9295
2020-01-01 09:00:00,01-01-2020,09:00:00,01-01-2020 09:00:00,01,Quarta-Feira,Útil,35340.8245
2020-01-01 10:00:00,01-01-2020,10:00:00,01-01-2020 10:00:00,01,Quarta-Feira,Útil,36130.2525
2020-01-01 11:00:00,01-01-2020,11:00:00,01-01-2020 11:00:00,01,Quarta-Feira,Útil,36396.336
2020-01-01 12:00:00,01-01-2020,12:00:00,01-01-2020 12:00:00,01,Quarta-Feira,Útil,35949.9295
2020-01-01 13:00:00,01-01-2020,13:00:00,01-01-2020 13:00:00,01,Quarta-Feira,Útil,35597.794
2020-01-01 14:00:00,01-01-2020,14:00:00,01-01-2020 14:00:00,01,Quarta-Feira,Útil,35813.8245
2020-01-01 15:00:00,01-01-2020,15:00:00,01-01-2020 15:00:00,01,Quarta-Feira,Útil,36241.7375
2020-01-01 16:00:00,01-01-2020,16:00:00,01-01-2020 16:00:00,01,Quarta-Feira,Útil,37251.46
2020-01-01 17:00:00,01-01-2020,17:00:00,01-01-2020 17:00:00,01,Quarta-Feira,Útil,38856.2385
2020-01-01 18:00:00,01-01-2020,18:00:00,01-01-2020 18:00:00,01,Quarta-Feira,Útil,41187.818
2020-01-01 19:00:00,01-01-2020,19:00:00,01-01-2020 19:00:00,01,Quarta-Feira,Útil,44062.802
2020-01-01 20:00:00,01-01-2020,20:00:00,01-01-2020 20:00:00,01,Quarta-Feira,Útil,44890.5545
2020-01-01 21:00:00,01-01-2020,21:00:00,01-01-2020 21:00:00,01,Quarta-Feira,Útil,45373.738
2020-01-01 22:00:00,01-01-2020,22:00:00,01-01-2020 22:00:00,01,Quarta-Feira,Útil,45163.936
2020-01-01 23:00:00,01-01-2020,23:00:00,01-01-2020 23:00:00,01,Quarta-Feira,Útil,43280.9085
2020-02-01 00:00:00,01-02-2020,00:00:00,01-02-2020 00:00:00,02,Sábado,Não Útil,41511.226
2020-02-01 01:00:00,01-02-2020,01:00:00,01-02-2020 01:00:00,02,Sábado,Não Útil,39701.931
2020-02-01 02:00:00,01-02-2020,02:00:00,01-02-2020 02:00:00,02,Sábado,Não Útil,39008.291
2020-02-01 03:00:00,01-02-2020,03:00:00,01-02-2020 03:00:00,02,Sábado,Não Útil,38320.712
2020-02-01 04:00:00,01-02-2020,04:00:00,01-02-2020 04:00:00,02,Sábado,Não Útil,38012.836
2020-02-01 05:00:00,01-02-2020,05:00:00,01-02-2020 05:00:00,02,Sábado,Não Útil,37426.999
2020-02-01 06:00:00,01-02-2020,06:00:00,01-02-2020 06:00:00,02,Sábado,Não Útil,37890.661
2020-02-01 07:00:00,01-02-2020,07:00:00,01-02-2020 07:00:00,02,Sábado,Não Útil,40640.626
2020-02-01 08:00:00,01-02-2020,08:00:00,01-02-2020 08:00:00,02,Sábado,Não Útil,43678.552
2020-02-01 09:00:00,01-02-2020,09:00:00,01-02-2020 09:00:00,02,Sábado,Não Útil,45262.741
2020-02-01 10:00:00,01-02-2020,10:00:00,01-02-2020 10:00:00,02,Sábado,Não Útil,44947.482
2020-02-01 11:00:00,01-02-2020,11:00:00,01-02-2020 11:00:00,02,Sábado,Não Útil,44601.503
2020-02-01 12:00:00,01-02-2020,12:00:00,01-02-2020 12:00:00,02,Sábado,Não Útil,44270.48
2020-02-01 13:00:00,01-02-2020,13:00:00,01-02-2020 13:00:00,02,Sábado,Não Útil,45297.592
2020-02-01 14:00:00,01-02-2020,14:00:00,01-02-2020 14:00:00,02,Sábado,Não Útil,45261.175
2020-02-01 15:00:00,01-02-2020,15:00:00,01-02-2020 15:00:00,02,Sábado,Não Útil,44750.267
2020-02-01 16:00:00,01-02-2020,16:00:00,01-02-2020 16:00:00,02,Sábado,Não Útil,44573.658
2020-02-01 17:00:00,01-02-2020,17:00:00,01-02-2020 17:00:00,02,Sábado,Não Útil,43553.284
2020-02-01 18:00:00,01-02-2020,18:00:00,01-02-2020 18:00:00,02,Sábado,Não Útil,43174.485
2020-02-01 19:00:00,01-02-2020,19:00:00,01-02-2020 19:00:00,02,Sábado,Não Útil,44795.607
2020-02-01 20:00:00,01-02-2020,20:00:00,01-02-2020 20:00:00,02,Sábado,Não Útil,45907.941
2020-02-01 21:00:00,01-02-2020,21:00:00,01-02-2020 21:00:00,02,Sábado,Não Útil,46788.431
2020-02-01 22:00:00,01-02-2020,22:00:00,01-02-2020 22:00:00,02,Sábado,Não Útil,46612.263
2020-02-01 23:00:00,01-02-2020,23:00:00,01-02-2020 23:00:00,02,Sábado,Não Útil,44553.784
2020-03-01 00:00:00,01-03-2020,00:00:00,01-03-2020 00:00:00,03,Domingo,Não Útil,42963.784
2020-03-01 01:00:00,01-03-2020,01:00:00,01-03-2020 01:00:00,03,Domingo,Não Útil,40688.218
2020-03-01 02:00:00,01-03-2020,02:00:00,01-03-2020 02:00:00,03,Domingo,Não Útil,39314.468
2020-03-01 03:00:00,01-03-2020,03:00:00,01-03-2020 03:00:00,03,Domingo,Não Útil,38539.745
2020-03-01 04:00:00,01-03-2020,04:00:00,01-03-2020 04:00:00,03,Domingo,Não Útil,38366.052
2020-03-01 05:00:00,01-03-2020,05:00:00,01-03-2020 05:00:00,03,Domingo,Não Útil,37443.926
2020-03-01 06:00:00,01-03-2020,06:00:00,01-03-2020 06:00:00,03,Domingo,Não Útil,37643.621
2020-03-01 07:00:00,01-03-2020,07:00:00,01-03-2020 07:00:00,03,Domingo,Não Útil,39926.938
2020-03-01 08:00:00,01-03-2020,08:00:00,01-03-2020 08:00:00,03,Domingo,Não Útil,43155.987
2020-03-01 09:00:00,01-03-2020,09:00:00,01-03-2020 09:00:00,03,Domingo,Não Útil,44445.608
2020-03-01 10:00:00,01-03-2020,10:00:00,01-03-2020 10:00:00,03,Domingo,Não Útil,45258.54
2020-03-01 11:00:00,01-03-2020,11:00:00,01-03-2020 11:00:00,03,Domingo,Não Útil,45184.899
2020-03-01 12:00:00,01-03-2020,12:00:00,01-03-2020 12:00:00,03,Domingo,Não Útil,44635.908
2020-03-01 13:00:00,01-03-2020,13:00:00,01-03-2020 13:00:00,03,Domingo,Não Útil,45529.792
2020-03-01 14:00:00,01-03-2020,14:00:00,01-03-2020 14:00:00,03,Domingo,Não Útil,45452.343
2020-03-01 15:00:00,01-03-2020,15:00:00,01-03-2020 15:00:00,03,Domingo,Não Útil,44908.2
2020-03-01 16:00:00,01-03-2020,16:00:00,01-03-2020 16:00:00,03,Domingo,Não Útil,43796.218
2020-03-01 17:00:00,01-03-2020,17:00:00,01-03-2020 17:00:00,03,Domingo,Não Útil,42671.204
2020-03-01 18:00:00,01-03-2020,18:00:00,01-03-2020 18:00:00,03,Domingo,Não Útil,43426.954
2020-03-01 19:00:00,01-03-2020,19:00:00,01-03-2020 19:00:00,03,Domingo,Não Útil,44942.881
2020-03-01 20:00:00,01-03-2020,20:00:00,01-03-2020 20:00:00,03,Domingo,Não Útil,44934.596
2020-03-01 21:00:00,01-03-2020,21:00:00,01-03-2020 21:00:00,03,Domingo,Não Útil,45164.712
2020-03-01 22:00:00,01-03-2020,22:00:00,01-03-2020 22:00:00,03,Domingo,Não Útil,44484.469
2020-03-01 23:00:00,01-03-2020,23:00:00,01-03-2020 23:00:00,03,Domingo,Não Útil,43686.926
2020-04-01 00:00:00,01-04-2020,00:00:00,01-04-2020 00:00:00,04,Quarta-Feira,Útil,42085.166
2020-04-01 01:00:00,01-04-2020,01:00:00,01-04-2020 01:00:00,04,Quarta-Feira,Útil,40137.752
2020-04-01 02:00:00,01-04-2020,02:00:00,01-04-2020 02:00:00,04,Quarta-Feira,Útil,38743.996
2020-04-01 03:00:00,01-04-2020,03:00:00,01-04-2020 03:00:00,04,Quarta-Feira,Útil,38018.555
2020-04-01 04:00:00,01-04-2020,04:00:00,01-04-2020 04:00:00,04,Quarta-Feira,Útil,37500.608
2020-04-01 05:00:00,01-04-2020,05:00:00,01-04-2020 05:00:00,04,Quarta-Feira,Útil,35928.154
2020-04-01 06:00:00,01-04-2020,06:00:00,01-04-2020 06:00:00,04,Quarta-Feira,Útil,35590.451
2020-04-01 07:00:00,01-04-2020,07:00:00,01-04-2020 07:00:00,04,Quarta-Feira,Útil,37212.331
2020-04-01 08:00:00,01-04-2020,08:00:00,01-04-2020 08:00:00,04,Quarta-Feira,Útil,39482.945
2020-04-01 09:00:00,01-04-2020,09:00:00,01-04-2020 09:00:00,04,Quarta-Feira,Útil,40891.982
2020-04-01 10:00:00,01-04-2020,10:00:00,01-04-2020 10:00:00,04,Quarta-Feira,Útil,41336.155
2020-04-01 11:00:00,01-04-2020,11:00:00,01-04-2020 11:00:00,04,Quarta-Feira,Útil,40776.584
2020-04-01 12:00:00,01-04-2020,12:00:00,01-04-2020 12:00:00,04,Quarta-Feira,Útil,40385.138
2020-04-01 13:00:00,01-04-2020,13:00:00,01-04-2020 13:00:00,04,Quarta-Feira,Útil,39786.063
2020-04-01 14:00:00,01-04-2020,14:00:00,01-04-2020 14:00:00,04,Quarta-Feira,Útil,40381.692
2020-04-01 15:00:00,01-04-2020,15:00:00,01-04-2020 15:00:00,04,Quarta-Feira,Útil,40505.158
2020-04-01 16:00:00,01-04-2020,16:00:00,01-04-2020 16:00:00,04,Quarta-Feira,Útil,40356.715
2020-04-01 17:00:00,01-04-2020,17:00:00,01-04-2020 17:00:00,04,Quarta-Feira,Útil,41043.221
2020-04-01 18:00:00,01-04-2020,18:00:00,01-04-2020 18:00:00,04,Quarta-Feira,Útil,43436.418
2020-04-01 19:00:00,01-04-2020,19:00:00,01-04-2020 19:00:00,04,Quarta-Feira,Útil,45896.212
2020-04-01 20:00:00,01-04-2020,20:00:00,01-04-2020 20:00:00,04,Quarta-Feira,Útil,45164.795
2020-04-01 21:00:00,01-04-2020,21:00:00,01-04-2020 21:00:00,04,Quarta-Feira,Útil,43806.683
2020-04-01 22:00:00,01-04-2020,22:00:00,01-04-2020 22:00:00,04,Quarta-Feira,Útil,42632.378
2020-04-01 23:00:00,01-04-2020,23:00:00,01-04-2020 23:00:00,04,Quarta-Feira,Útil,41383.256
2020-05-01 00:00:00,01-05-2020,00:00:00,01-05-2020 00:00:00,05,Sexta-Feira,Útil,39491.528
2020-05-01 01:00:00,01-05-2020,01:00:00,01-05-2020 01:00:00,05,Sexta-Feira,Útil,38078.438
2020-05-01 02:00:00,01-05-2020,02:00:00,01-05-2020 02:00:00,05,Sexta-Feira,Útil,37063.028
2020-05-01 03:00:00,01-05-2020,03:00:00,01-05-2020 03:00:00,05,Sexta-Feira,Útil,36033.86
2020-05-01 04:00:00,01-05-2020,04:00:00,01-05-2020 04:00:00,05,Sexta-Feira,Útil,35089.571
2020-05-01 05:00:00,01-05-2020,05:00:00,01-05-2020 05:00:00,05,Sexta-Feira,Útil,33708.502
2020-05-01 06:00:00,01-05-2020,06:00:00,01-05-2020 06:00:00,05,Sexta-Feira,Útil,33054.917
2020-05-01 07:00:00,01-05-2020,07:00:00,01-05-2020 07:00:00,05,Sexta-Feira,Útil,33406.947
2020-05-01 08:00:00,01-05-2020,08:00:00,01-05-2020 08:00:00,05,Sexta-Feira,Útil,34285.023
2020-05-01 09:00:00,01-05-2020,09:00:00,01-05-2020 09:00:00,05,Sexta-Feira,Útil,36190.198
2020-05-01 10:00:00,01-05-2020,10:00:00,01-05-2020 10:00:00,05,Sexta-Feira,Útil,37117.952
2020-05-01 11:00:00,01-05-2020,11:00:00,01-05-2020 11:00:00,05,Sexta-Feira,Útil,37302.899
2020-05-01 12:00:00,01-05-2020,12:00:00,01-05-2020 12:00:00,05,Sexta-Feira,Útil,37215.001
2020-05-01 13:00:00,01-05-2020,13:00:00,01-05-2020 13:00:00,05,Sexta-Feira,Útil,36590.475
2020-05-01 14:00:00,01-05-2020,14:00:00,01-05-2020 14:00:00,05,Sexta-Feira,Útil,36468.289
2020-05-01 15:00:00,01-05-2020,15:00:00,01-05-2020 15:00:00,05,Sexta-Feira,Útil,36549.69
2020-05-01 16:00:00,01-05-2020,16:00:00,01-05-2020 16:00:00,05,Sexta-Feira,Útil,37185.296
2020-05-01 17:00:00,01-05-2020,17:00:00,01-05-2020 17:00:00,05,Sexta-Feira,Útil,38918.814
2020-05-01 18:00:00,01-05-2020,18:00:00,01-05-2020 18:00:00,05,Sexta-Feira,Útil,40657.111
2020-05-01 19:00:00,01-05-2020,19:00:00,01-05-2020 19:00:00,05,Sexta-Feira,Útil,42613.722
2020-05-01 20:00:00,01-05-2020,20:00:00,01-05-2020 20:00:00,05,Sexta-Feira,Útil,43289.189
2020-05-01 21:00:00,01-05-2020,21:00:00,01-05-2020 21:00:00,05,Sexta-Feira,Útil,43405.504
2020-05-01 22:00:00,01-05-2020,22:00:00,01-05-2020 22:00:00,05,Sexta-Feira,Útil,43240.483
2020-05-01 23:00:00,01-05-2020,23:00:00,01-05-2020 23:00:00,05,Sexta-Feira,Útil,42105.623
2020-06-01 00:00:00,01-06-2020,00:00:00,01-06-2020 00:00:00,06,Segunda-Feira,Útil,39412.585
2020-06-01 01:00:00,01-06-2020,01:00:00,01-06-2020 01:00:00,06,Segunda-Feira,Útil,37839.328
2020-06-01 02:00:00,01-06-2020,02:00:00,01-06-2020 02:00:00,06,Segunda-Feira,Útil,36498.734
2020-06-01 03:00:00,01-06-2020,03:00:00,01-06-2020 03:00:00,06,Segunda-Feira,Útil,35864.904
2020-06-01 04:00:00,01-06-2020,04:00:00,01-06-2020 04:00:00,06,Segunda-Feira,Útil,35750.999
2020-06-01 05:00:00,01-06-2020,05:00:00,01-06-2020 05:00:00,06,Segunda-Feira,Útil,35014.972
2020-06-01 06:00:00,01-06-2020,06:00:00,01-06-2020 06:00:00,06,Segunda-Feira,Útil,36067.874
2020-06-01 07:00:00,01-06-2020,07:00:00,01-06-2020 07:00:00,06,Segunda-Feira,Útil,39807.495
2020-06-01 08:00:00,01-06-2020,08:00:00,01-06-2020 08:00:00,06,Segunda-Feira,Útil,44226.864
2020-06-01 09:00:00,01-06-2020,09:00:00,01-06-2020 09:00:00,06,Segunda-Feira,Útil,46836.951
2020-06-01 10:00:00,01-06-2020,10:00:00,01-06-2020 10:00:00,06,Segunda-Feira,Útil,47964.426
2020-06-01 11:00:00,01-06-2020,11:00:00,01-06-2020 11:00:00,06,Segunda-Feira,Útil,48025.635
2020-06-01 12:00:00,01-06-2020,12:00:00,01-06-2020 12:00:00,06,Segunda-Feira,Útil,47967.41
2020-06-01 13:00:00,01-06-2020,13:00:00,01-06-2020 13:00:00,06,Segunda-Feira,Útil,48980.823
2020-06-01 14:00:00,01-06-2020,14:00:00,01-06-2020 14:00:00,06,Segunda-Feira,Útil,48612.285
2020-06-01 15:00:00,01-06-2020,15:00:00,01-06-2020 15:00:00,06,Segunda-Feira,Útil,48146.397
2020-06-01 16:00:00,01-06-2020,16:00:00,01-06-2020 16:00:00,06,Segunda-Feira,Útil,48067.81
2020-06-01 17:00:00,01-06-2020,17:00:00,01-06-2020 17:00:00,06,Segunda-Feira,Útil,45777.706
2020-06-01 18:00:00,01-06-2020,18:00:00,01-06-2020 18:00:00,06,Segunda-Feira,Útil,44856.266
2020-06-01 19:00:00,01-06-2020,19:00:00,01-06-2020 19:00:00,06,Segunda-Feira,Útil,47883.261
2020-06-01 20:00:00,01-06-2020,20:00:00,01-06-2020 20:00:00,06,Segunda-Feira,Útil,48928.17
2020-06-01 21:00:00,01-06-2020,21:00:00,01-06-2020 21:00:00,06,Segunda-Feira,Útil,49290.017
2020-06-01 22:00:00,01-06-2020,22:00:00,01-06-2020 22:00:00,06,Segunda-Feira,Útil,49027.948
2020-06-01 23:00:00,01-06-2020,23:00:00,01-06-2020 23:00:00,06,Segunda-Feira,Útil,46635.361
2020-07-01 00:00:00,01-07-2020,00:00:00,01-07-2020 00:00:00,07,Quarta-Feira,Útil,43119.76
2020-07-01 01:00:00,01-07-2020,01:00:00,01-07-2020 01:00:00,07,Quarta-Feira,Útil,40906.771
2020-07-01 02:00:00,01-07-2020,02:00:00,01-07-2020 02:00:00,07,Quarta-Feira,Útil,40149.39
2020-07-01 03:00:00,01-07-2020,03:00:00,01-07-2020 03:00:00,07,Quarta-Feira,Útil,39377.4
2020-07-01 04:00:00,01-07-2020,04:00:00,01-07-2020 04:00:00,07,Quarta-Feira,Útil,39270.489
2020-07-01 05:00:00,01-07-2020,05:00:00,01-07-2020 05:00:00,07,Quarta-Feira,Útil,38704.319
2020-07-01 06:00:00,01-07-2020,06:00:00,01-07-2020 06:00:00,07,Quarta-Feira,Útil,39780.663
2020-07-01 07:00:00,01-07-2020,07:00:00,01-07-2020 07:00:00,07,Quarta-Feira,Útil,42754.824
2020-07-01 08:00:00,01-07-2020,08:00:00,01-07-2020 08:00:00,07,Quarta-Feira,Útil,46704.112
2020-07-01 09:00:00,01-07-2020,09:00:00,01-07-2020 09:00:00,07,Quarta-Feira,Útil,48787.37
2020-07-01 10:00:00,01-07-2020,10:00:00,01-07-2020 10:00:00,07,Quarta-Feira,Útil,50292.215
2020-07-01 11:00:00,01-07-2020,11:00:00,01-07-2020 11:00:00,07,Quarta-Feira,Útil,50388.857
2020-07-01 12:00:00,01-07-2020,12:00:00,01-07-2020 12:00:00,07,Quarta-Feira,Útil,49187.804
2020-07-01 13:00:00,01-07-2020,13:00:00,01-07-2020 13:00:00,07,Quarta-Feira,Útil,50283.25
2020-07-01 14:00:00,01-07-2020,14:00:00,01-07-2020 14:00:00,07,Quarta-Feira,Útil,50985.646
2020-07-01 15:00:00,01-07-2020,15:00:00,01-07-2020 15:00:00,07,Quarta-Feira,Útil,50700.403
2020-07-01 16:00:00,01-07-2020,16:00:00,01-07-2020 16:00:00,07,Quarta-Feira,Útil,49964.194
2020-07-01 17:00:00,01-07-2020,17:00:00,01-07-2020 17:00:00,07,Quarta-Feira,Útil,47244.7
2020-07-01 18:00:00,01-07-2020,18:00:00,01-07-2020 18:00:00,07,Quarta-Feira,Útil,46309.881
2020-07-01 19:00:00,01-07-2020,19:00:00,01-07-2020 19:00:00,07,Quarta-Feira,Útil,48687.488
2020-07-01 20:00:00,01-07-2020,20:00:00,01-07-2020 20:00:00,07,Quarta-Feira,Útil,49609.942
2020-07-01 21:00:00,01-07-2020,21:00:00,01-07-2020 21:00:00,07,Quarta-Feira,Útil,50238.52
2020-07-01 22:00:00,01-07-2020,22:00:00,01-07-2020 22:00:00,07,Quarta-Feira,Útil,49484.609
2020-07-01 23:00:00,01-07-2020,23:00:00,01-07-2020 23:00:00,07,Quarta-Feira,Útil,47328.003
2020-08-01 00:00:00,01-08-2020,00:00:00,01-08-2020 00:00:00,08,Sábado,Não Útil,44071.331
2020-08-01 01:00:00,01-08-2020,01:00:00,01-08-2020 01:00:00,08,Sábado,Não Útil,42631.972
2020-08-01 02:00:00,01-08-2020,02:00:00,01-08-2020 02:00:00,08,Sábado,Não Útil,41782.937
2020-08-01 03:00:00,01-08-2020,03:00:00,01-08-2020 03:00:00,08,Sábado,Não Útil,40921.764
2020-08-01 04:00:00,01-08-2020,04:00:00,01-08-2020 04:00:00,08,Sábado,Não Útil,40706.929
2020-08-01 05:00:00,01-08-2020,05:00:00,01-08-2020 05:00:00,08,Sábado,Não Útil,40432.683
2020-08-01 06:00:00,01-08-2020,06:00:00,01-08-2020 06:00:00,08,Sábado,Não Útil,41135.672
2020-08-01 07:00:00,01-08-2020,07:00:00,01-08-2020 07:00:00,08,Sábado,Não Útil,44120.701
2020-08-01 08:00:00,01-08-2020,08:00:00,01-08-2020 08:00:00,08,Sábado,Não Útil,46543.557
2020-08-01 09:00:00,01-08-2020,09:00:00,01-08-2020 09:00:00,08,Sábado,Não Útil,49039.883
2020-08-01 10:00:00,01-08-2020,10:00:00,01-08-2020 10:00:00,08,Sábado,Não Útil,50234.979
2020-08-01 11:00:00,01-08-2020,11:00:00,01-08-2020 11:00:00,08,Sábado,Não Útil,49853.509
2020-08-01 12:00:00,01-08-2020,12:00:00,01-08-2020 12:00:00,08,Sábado,Não Útil,49044.437
2020-08-01 13:00:00,01-08-2020,13:00:00,01-08-2020 13:00:00,08,Sábado,Não Útil,50474.384
2020-08-01 14:00:00,01-08-2020,14:00:00,01-08-2020 14:00:00,08,Sábado,Não Útil,51101.258
2020-08-01 15:00:00,01-08-2020,15:00:00,01-08-2020 15:00:00,08,Sábado,Não Útil,50524.244
2020-08-01 16:00:00,01-08-2020,16:00:00,01-08-2020 16:00:00,08,Sábado,Não Útil,50054.303
2020-08-01 17:00:00,01-08-2020,17:00:00,01-08-2020 17:00:00,08,Sábado,Não Útil,48677.088
2020-08-01 18:00:00,01-08-2020,18:00:00,01-08-2020 18:00:00,08,Sábado,Não Útil,47610.525
2020-08-01 19:00:00,01-08-2020,19:00:00,01-08-2020 19:00:00,08,Sábado,Não Útil,49188.922
2020-08-01 20:00:00,01-08-2020,20:00:00,01-08-2020 20:00:00,08,Sábado,Não Útil,49683.302
2020-08-01 21:00:00,01-08-2020,21:00:00,01-08-2020 21:00:00,08,Sábado,Não Útil,50269.671
2020-08-01 22:00:00,01-08-2020,22:00:00,01-08-2020 22:00:00,08,Sábado,Não Útil,49769.982
2020-08-01 23:00:00,01-08-2020,23:00:00,01-08-2020 23:00:00,08,Sábado,Não Útil,47332.163
2020-09-01 00:00:00,01-09-2020,00:00:00,01-09-2020 00:00:00,09,Terça-Feira,Útil,43558.082
2020-09-01 01:00:00,01-09-2020,01:00:00,01-09-2020 01:00:00,09,Terça-Feira,Útil,41969.632
2020-09-01 02:00:00,01-09-2020,02:00:00,01-09-2020 02:00:00,09,Terça-Feira,Útil,41260.666
2020-09-01 03:00:00,01-09-2020,03:00:00,01-09-2020 03:00:00,09,Terça-Feira,Útil,40483.512
2020-09-01 04:00:00,01-09-2020,04:00:00,01-09-2020 04:00:00,09,Terça-Feira,Útil,40393.103
2020-09-01 05:00:00,01-09-2020,05:00:00,01-09-2020 05:00:00,09,Terça-Feira,Útil,39868.557
2020-09-01 06:00:00,01-09-2020,06:00:00,01-09-2020 06:00:00,09,Terça-Feira,Útil,40664.983
2020-09-01 07:00:00,01-09-2020,07:00:00,01-09-2020 07:00:00,09,Terça-Feira,Útil,44205.123
2020-09-01 08:00:00,01-09-2020,08:00:00,01-09-2020 08:00:00,09,Terça-Feira,Útil,47773.533
2020-09-01 09:00:00,01-09-2020,09:00:00,01-09-2020 09:00:00,09,Terça-Feira,Útil,50252.586
2020-09-01 10:00:00,01-09-2020,10:00:00,01-09-2020 10:00:00,09,Terça-Feira,Útil,50861.48
2020-09-01 11:00:00,01-09-2020,11:00:00,01-09-2020 11:00:00,09,Terça-Feira,Útil,50672.08
2020-09-01 12:00:00,01-09-2020,12:00:00,01-09-2020 12:00:00,09,Terça-Feira,Útil,50232.125
2020-09-01 13:00:00,01-09-2020,13:00:00,01-09-2020 13:00:00,09,Terça-Feira,Útil,51264.495
2020-09-01 14:00:00,01-09-2020,14:00:00,01-09-2020 14:00:00,09,Terça-Feira,Útil,52261.787
2020-09-01 15:00:00,01-09-2020,15:00:00,01-09-2020 15:00:00,09,Terça-Feira,Útil,52006.643
2020-09-01 16:00:00,01-09-2020,16:00:00,01-09-2020 16:00:00,09,Terça-Feira,Útil,51685.117
2020-09-01 17:00:00,01-09-2020,17:00:00,01-09-2020 17:00:00,09,Terça-Feira,Útil,49249.569
2020-09-01 18:00:00,01-09-2020,18:00:00,01-09-2020 18:00:00,09,Terça-Feira,Útil,47268.678
2020-09-01 19:00:00,01-09-2020,19:00:00,01-09-2020 19:00:00,09,Terça-Feira,Útil,50247.999
2020-09-01 20:00:00,01-09-2020,20:00:00,01-09-2020 20:00:00,09,Terça-Feira,Útil,50407.346
2020-09-01 21:00:00,01-09-2020,21:00:00,01-09-2020 21:00:00,09,Terça-Feira,Útil,50546.735
2020-09-01 22:00:00,01-09-2020,22:00:00,01-09-2020 22:00:00,09,Terça-Feira,Útil,48780.642
2020-09-01 23:00:00,01-09-2020,23:00:00,01-09-2020 23:00:00,09,Terça-Feira,Útil,46692.539
2020-10-01 00:00:00,01-10-2020,00:00:00,01-10-2020 00:00:00,10,Quinta-Feira,Útil,44072.561
2020-10-01 01:00:00,01-10-2020,01:00:00,01-10-2020 01:00:00,10,Quinta-Feira,Útil,40969.167
2020-10-01 02:00:00,01-10-2020,02:00:00,01-10-2020 02:00:00,10,Quinta-Feira,Útil,39574.971
2020-10-01 03:00:00,01-10-2020,03:00:00,01-10-2020 03:00:00,10,Quinta-Feira,Útil,38621.287
2020-10-01 04:00:00,01-10-2020,04:00:00,01-10-2020 04:00:00,10,Quinta-Feira,Útil,38402.24
2020-10-01 05:00:00,01-10-2020,05:00:00,01-10-2020 05:00:00,10,Quinta-Feira,Útil,38095.636
2020-10-01 06:00:00,01-10-2020,06:00:00,01-10-2020 06:00:00,10,Quinta-Feira,Útil,38222.851
2020-10-01 07:00:00,01-10-2020,07:00:00,01-10-2020 07:00:00,10,Quinta-Feira,Útil,41707.478
2020-10-01 08:00:00,01-10-2020,08:00:00,01-10-2020 08:00:00,10,Quinta-Feira,Útil,45936.828
2020-10-01 09:00:00,01-10-2020,09:00:00,01-10-2020 09:00:00,10,Quinta-Feira,Útil,49597.323
2020-10-01 10:00:00,01-10-2020,10:00:00,01-10-2020 10:00:00,10,Quinta-Feira,Útil,50840.065
2020-10-01 11:00:00,01-10-2020,11:00:00,01-10-2020 11:00:00,10,Quinta-Feira,Útil,50545.856
2020-10-01 12:00:00,01-10-2020,12:00:00,01-10-2020 12:00:00,10,Quinta-Feira,Útil,49950.633
2020-10-01 13:00:00,01-10-2020,13:00:00,01-10-2020 13:00:00,10,Quinta-Feira,Útil,51735.971
2020-10-01 14:00:00,01-10-2020,14:00:00,01-10-2020 14:00:00,10,Quinta-Feira,Útil,51448.437
2020-10-01 15:00:00,01-10-2020,15:00:00,01-10-2020 15:00:00,10,Quinta-Feira,Útil,50465.858
2020-10-01 16:00:00,01-10-2020,16:00:00,01-10-2020 16:00:00,10,Quinta-Feira,Útil,49528.159
2020-10-01 17:00:00,01-10-2020,17:00:00,01-10-2020 17:00:00,10,Quinta-Feira,Útil,47210.984
2020-10-01 18:00:00,01-10-2020,18:00:00,01-10-2020 18:00:00,10,Quinta-Feira,Útil,45382.53
2020-10-01 19:00:00,01-10-2020,19:00:00,01-10-2020 19:00:00,10,Quinta-Feira,Útil,48619.491
2020-10-01 20:00:00,01-10-2020,20:00:00,01-10-2020 20:00:00,10,Quinta-Feira,Útil,48579.69
2020-10-01 21:00:00,01-10-2020,21:00:00,01-10-2020 21:00:00,10,Quinta-Feira,Útil,48069.927
2020-10-01 22:00:00,01-10-2020,22:00:00,01-10-2020 22:00:00,10,Quinta-Feira,Útil,46181.144
