Data Escala de Tempo 1 GE Simp 4;cod_aneel (tb_referenciacegusina (Usina));cod_nucleoaneel (tb_referenciacegusina (Usina));Data Dica;dsc_estado;id_subsistema;nom_tipousinasite;nom_usina2;Período Exibido GE;Selecione Tipo de GE Simp 4
20/12/2020 14:00:00;*;*;20/12/2020 14:00;*;Sudeste/Centro-Oeste;*;*;5;34118,302
20/12/2020 15:00:00;*;*;20/12/2020 15:00;*;Sudeste/Centro-Oeste;*;*;5;34155,743
20/12/2020 16:00:00;*;*;20/12/2020 16:00;*;Sudeste/Centro-Oeste;*;*;5;34581,284
20/12/2020 17:00:00;*;*;20/12/2020 17:00;*;Sudeste/Centro-Oeste;*;*;5;35189,514
20/12/2020 18:00:00;*;*;20/12/2020 18:00;*;Sudeste/Centro-Oeste;*;*;5;36675,891
20/12/2020 19:00:00;*;*;20/12/2020 19:00;*;Sudeste/Centro-Oeste;*;*;5;38429,74
20/12/2020 20:00:00;*;*;20/12/2020 20:00;*;Sudeste/Centro-Oeste;*;*;5;39723,493
20/12/2020 21:00:00;*;*;20/12/2020 21:00;*;Sudeste/Centro-Oeste;*;*;5;39480,912
20/12/2020 22:00:00;*;*;20/12/2020 22:00;*;Sudeste/Centro-Oeste;*;*;5;39101,881
20/12/2020 23:00:00;*;*;20/12/2020 23:00;*;Sudeste/Centro-Oeste;*;*;5;38113,415
21/12/2020 00:00:00;*;*;21/12/2020 0:00;*;Sudeste/Centro-Oeste;*;*;5;36900,17
21/12/2020 01:00:00;*;*;21/12/2020 1:00;*;Sudeste/Centro-Oeste;*;*;5;35145,958
21/12/2020 02:00:00;*;*;21/12/2020 2:00;*;Sudeste/Centro-Oeste;*;*;5;33097,816
21/12/2020 03:00:00;*;*;21/12/2020 3:00;*;Sudeste/Centro-Oeste;*;*;5;32755,234
21/12/2020 04:00:00;*;*;21/12/2020 4:00;*;Sudeste/Centro-Oeste;*;*;5;33073,771
21/12/2020 05:00:00;*;*;21/12/2020 5:00;*;Sudeste/Centro-Oeste;*;*;5;32286,586
21/12/2020 06:00:00;*;*;21/12/2020 6:00;*;Sudeste/Centro-Oeste;*;*;5;33485,256
21/12/2020 07:00:00;*;*;21/12/2020 7:00;*;Sudeste/Centro-Oeste;*;*;5;36191,586
21/12/2020 08:00:00;*;*;21/12/2020 8:00;*;Sudeste/Centro-Oeste;*;*;5;38707,471
21/12/2020 09:00:00;*;*;21/12/2020 9:00;*;Sudeste/Centro-Oeste;*;*;5;39663,235
21/12/2020 10:00:00;*;*;21/12/2020 10:00;*;Sudeste/Centro-Oeste;*;*;5;40412,146
21/12/2020 11:00:00;*;*;21/12/2020 11:00;*;Sudeste/Centro-Oeste;*;*;5;39534,628
21/12/2020 12:00:00;*;*;21/12/2020 12:00;*;Sudeste/Centro-Oeste;*;*;5;39623,763
21/12/2020 13:00:00;*;*;21/12/2020 13:00;*;Sudeste/Centro-Oeste;*;*;5;40581,822
21/12/2020 14:00:00;*;*;21/12/2020 14:00;*;Sudeste/Centro-Oeste;*;*;5;40941,131
21/12/2020 15:00:00;*;*;21/12/2020 15:00;*;Sudeste/Centro-Oeste;*;*;5;40379,381
21/12/2020 16:00:00;*;*;21/12/2020 16:00;*;Sudeste/Centro-Oeste;*;*;5;40032,889
21/12/2020 17:00:00;*;*;21/12/2020 17:00;*;Sudeste/Centro-Oeste;*;*;5;38574,195
21/12/2020 18:00:00;*;*;21/12/2020 18:00;*;Sudeste/Centro-Oeste;*;*;5;38238,722
21/12/2020 19:00:00;*;*;21/12/2020 19:00;*;Sudeste/Centro-Oeste;*;*;5;39247,577
21/12/2020 20:00:00;*;*;21/12/2020 20:00;*;Sudeste/Centro-Oeste;*;*;5;39883,04
21/12/2020 21:00:00;*;*;21/12/2020 21:00;*;Sudeste/Centro-Oeste;*;*;5;40978,437
21/12/2020 22:00:00;*;*;21/12/2020 22:00;*;Sudeste/Centro-Oeste;*;*;5;39870,569
21/12/2020 23:00:00;*;*;21/12/2020 23:00;*;Sudeste/Centro-Oeste;*;*;5;38805,755
22/12/2020 00:00:00;*;*;22/12/2020 0:00;*;Sudeste/Centro-Oeste;*;*;5;37580,413
22/12/2020 01:00:00;*;*;22/12/2020 1:00;*;Sudeste/Centro-Oeste;*;*;5;35624,078
22/12/2020 02:00:00;*;*;22/12/2020 2:00;*;Sudeste/Centro-Oeste;*;*;5;34150,642
22/12/2020 03:00:00;*;*;22/12/2020 3:00;*;Sudeste/Centro-Oeste;*;*;5;33770,465
22/12/2020 04:00:00;*;*;22/12/2020 4:00;*;Sudeste/Centro-Oeste;*;*;5;34071,032
22/12/2020 05:00:00;*;*;22/12/2020 5:00;*;Sudeste/Centro-Oeste;*;*;5;33912,728
22/12/2020 06:00:00;*;*;22/12/2020 6:00;*;Sudeste/Centro-Oeste;*;*;5;34667,79
22/12/2020 07:00:00;*;*;22/12/2020 7:00;*;Sudeste/Centro-Oeste;*;*;5;36340,569
22/12/2020 08:00:00;*;*;22/12/2020 8:00;*;Sudeste/Centro-Oeste;*;*;5;37860,49
22/12/2020 09:00:00;*;*;22/12/2020 9:00;*;Sudeste/Centro-Oeste;*;*;5;38349,418
22/12/2020 10:00:00;*;*;22/12/2020 10:00;*;Sudeste/Centro-Oeste;*;*;5;38733,09
22/12/2020 11:00:00;*;*;22/12/2020 11:00;*;Sudeste/Centro-Oeste;*;*;5;38127,922
22/12/2020 12:00:00;*;*;22/12/2020 12:00;*;Sudeste/Centro-Oeste;*;*;5;38163,524
22/12/2020 13:00:00;*;*;22/12/2020 13:00;*;Sudeste/Centro-Oeste;*;*;5;38668,856
22/12/2020 14:00:00;*;*;22/12/2020 14:00;*;Sudeste/Centro-Oeste;*;*;5;38880,386
22/12/2020 15:00:00;*;*;22/12/2020 15:00;*;Sudeste/Centro-Oeste;*;*;5;38312,781
22/12/2020 16:00:00;*;*;22/12/2020 16:00;*;Sudeste/Centro-Oeste;*;*;5;38575,161
22/12/2020 17:00:00;*;*;22/12/2020 17:00;*;Sudeste/Centro-Oeste;*;*;5;38068,24
22/12/2020 18:00:00;*;*;22/12/2020 18:00;*;Sudeste/Centro-Oeste;*;*;5;38506,802
22/12/2020 19:00:00;*;*;22/12/2020 19:00;*;Sudeste/Centro-Oeste;*;*;5;40229,103
22/12/2020 20:00:00;*;*;22/12/2020 20:00;*;Sudeste/Centro-Oeste;*;*;5;40240,539
22/12/2020 21:00:00;*;*;22/12/2020 21:00;*;Sudeste/Centro-Oeste;*;*;5;40371,376
22/12/2020 22:00:00;*;*;22/12/2020 22:00;*;Sudeste/Centro-Oeste;*;*;5;39084,435
22/12/2020 23:00:00;*;*;22/12/2020 23:00;*;Sudeste/Centro-Oeste;*;*;5;36867,872
23/12/2020 00:00:00;*;*;23/12/2020 0:00;*;Sudeste/Centro-Oeste;*;*;5;35206,043
23/12/2020 01:00:00;*;*;23/12/2020 1:00;*;Sudeste/Centro-Oeste;*;*;5;34158,411
23/12/2020 02:00:00;*;*;23/12/2020 2:00;*;Sudeste/Centro-Oeste;*;*;5;33523,368
23/12/2020 03:00:00;*;*;23/12/2020 3:00;*;Sudeste/Centro-Oeste;*;*;5;33098,982
23/12/2020 04:00:00;*;*;23/12/2020 4:00;*;Sudeste/Centro-Oeste;*;*;5;32691,282
23/12/2020 05:00:00;*;*;23/12/2020 5:00;*;Sudeste/Centro-Oeste;*;*;5;32139,7
23/12/2020 06:00:00;*;*;23/12/2020 6:00;*;Sudeste/Centro-Oeste;*;*;5;32862,187
23/12/2020 07:00:00;*;*;23/12/2020 7:00;*;Sudeste/Centro-Oeste;*;*;5;35044,025
23/12/2020 08:00:00;*;*;23/12/2020 8:00;*;Sudeste/Centro-Oeste;*;*;5;37252,144
23/12/2020 09:00:00;*;*;23/12/2020 9:00;*;Sudeste/Centro-Oeste;*;*;5;38276,114
23/12/2020 10:00:00;*;*;23/12/2020 10:00;*;Sudeste/Centro-Oeste;*;*;5;38270,281
23/12/2020 11:00:00;*;*;23/12/2020 11:00;*;Sudeste/Centro-Oeste;*;*;5;37379,003
23/12/2020 12:00:00;*;*;23/12/2020 12:00;*;Sudeste/Centro-Oeste;*;*;5;36868,093
23/12/2020 13:00:00;*;*;23/12/2020 13:00;*;Sudeste/Centro-Oeste;*;*;5;37726,164
23/12/2020 14:00:00;*;*;23/12/2020 14:00;*;Sudeste/Centro-Oeste;*;*;5;37774,881
23/12/2020 15:00:00;*;*;23/12/2020 15:00;*;Sudeste/Centro-Oeste;*;*;5;37586,681
23/12/2020 16:00:00;*;*;23/12/2020 16:00;*;Sudeste/Centro-Oeste;*;*;5;36841,593
23/12/2020 17:00:00;*;*;23/12/2020 17:00;*;Sudeste/Centro-Oeste;*;*;5;35741,036
23/12/2020 18:00:00;*;*;23/12/2020 18:00;*;Sudeste/Centro-Oeste;*;*;5;35999,607
23/12/2020 19:00:00;*;*;23/12/2020 19:00;*;Sudeste/Centro-Oeste;*;*;5;37163,984
23/12/2020 20:00:00;*;*;23/12/2020 20:00;*;Sudeste/Centro-Oeste;*;*;5;37162,932
23/12/2020 21:00:00;*;*;23/12/2020 21:00;*;Sudeste/Centro-Oeste;*;*;5;37243,832
23/12/2020 22:00:00;*;*;23/12/2020 22:00;*;Sudeste/Centro-Oeste;*;*;5;36839,788
23/12/2020 23:00:00;*;*;23/12/2020 23:00;*;Sudeste/Centro-Oeste;*;*;5;35607,941
24/12/2020 00:00:00;*;*;24/12/2020 0:00;*;Sudeste/Centro-Oeste;*;*;5;33859,769
24/12/2020 01:00:00;*;*;24/12/2020 1:00;*;Sudeste/Centro-Oeste;*;*;5;33153,232
24/12/2020 02:00:00;*;*;24/12/2020 2:00;*;Sudeste/Centro-Oeste;*;*;5;31569,027
24/12/2020 03:00:00;*;*;24/12/2020 3:00;*;Sudeste/Centro-Oeste;*;*;5;31010,112
24/12/2020 04:00:00;*;*;24/12/2020 4:00;*;Sudeste/Centro-Oeste;*;*;5;30675,587
24/12/2020 05:00:00;*;*;24/12/2020 5:00;*;Sudeste/Centro-Oeste;*;*;5;29455,448
24/12/2020 06:00:00;*;*;24/12/2020 6:00;*;Sudeste/Centro-Oeste;*;*;5;29619,608
24/12/2020 07:00:00;*;*;24/12/2020 7:00;*;Sudeste/Centro-Oeste;*;*;5;30936,874
24/12/2020 08:00:00;*;*;24/12/2020 8:00;*;Sudeste/Centro-Oeste;*;*;5;32200,376
24/12/2020 09:00:00;*;*;24/12/2020 9:00;*;Sudeste/Centro-Oeste;*;*;5;33350,541
24/12/2020 10:00:00;*;*;24/12/2020 10:00;*;Sudeste/Centro-Oeste;*;*;5;33645,374
24/12/2020 11:00:00;*;*;24/12/2020 11:00;*;Sudeste/Centro-Oeste;*;*;5;33527,438
24/12/2020 12:00:00;*;*;24/12/2020 12:00;*;Sudeste/Centro-Oeste;*;*;5;33326,988
24/12/2020 13:00:00;*;*;24/12/2020 13:00;*;Sudeste/Centro-Oeste;*;*;5;33410,287
24/12/2020 14:00:00;*;*;24/12/2020 14:00;*;Sudeste/Centro-Oeste;*;*;5;33538,106
24/12/2020 15:00:00;*;*;24/12/2020 15:00;*;Sudeste/Centro-Oeste;*;*;5;33405,579
24/12/2020 16:00:00;*;*;24/12/2020 16:00;*;Sudeste/Centro-Oeste;*;*;5;34057,984
24/12/2020 17:00:00;*;*;24/12/2020 17:00;*;Sudeste/Centro-Oeste;*;*;5;34833,185
24/12/2020 18:00:00;*;*;24/12/2020 18:00;*;Sudeste/Centro-Oeste;*;*;5;36875,19
24/12/2020 19:00:00;*;*;24/12/2020 19:00;*;Sudeste/Centro-Oeste;*;*;5;38907,302
24/12/2020 20:00:00;*;*;24/12/2020 20:00;*;Sudeste/Centro-Oeste;*;*;5;36391,436
24/12/2020 21:00:00;*;*;24/12/2020 21:00;*;Sudeste/Centro-Oeste;*;*;5;35244,745
24/12/2020 22:00:00;*;*;24/12/2020 22:00;*;Sudeste/Centro-Oeste;*;*;5;32860,446
24/12/2020 23:00:00;*;*;24/12/2020 23:00;*;Sudeste/Centro-Oeste;*;*;5;30788,803
25/12/2020 00:00:00;*;*;25/12/2020 0:00;*;Sudeste/Centro-Oeste;*;*;5;29970,425
25/12/2020 01:00:00;*;*;25/12/2020 1:00;*;Sudeste/Centro-Oeste;*;*;5;29696,657
25/12/2020 02:00:00;*;*;25/12/2020 2:00;*;Sudeste/Centro-Oeste;*;*;5;28675,812
25/12/2020 03:00:00;*;*;25/12/2020 3:00;*;Sudeste/Centro-Oeste;*;*;5;27909,775
25/12/2020 04:00:00;*;*;25/12/2020 4:00;*;Sudeste/Centro-Oeste;*;*;5;27128,394
25/12/2020 05:00:00;*;*;25/12/2020 5:00;*;Sudeste/Centro-Oeste;*;*;5;25740,9
25/12/2020 06:00:00;*;*;25/12/2020 6:00;*;Sudeste/Centro-Oeste;*;*;5;25110,708
25/12/2020 07:00:00;*;*;25/12/2020 7:00;*;Sudeste/Centro-Oeste;*;*;5;24812,736
25/12/2020 08:00:00;*;*;25/12/2020 8:00;*;Sudeste/Centro-Oeste;*;*;5;25073,749
25/12/2020 09:00:00;*;*;25/12/2020 9:00;*;Sudeste/Centro-Oeste;*;*;5;25856,939
25/12/2020 10:00:00;*;*;25/12/2020 10:00;*;Sudeste/Centro-Oeste;*;*;5;27093,669
25/12/2020 11:00:00;*;*;25/12/2020 11:00;*;Sudeste/Centro-Oeste;*;*;5;27749,004
25/12/2020 12:00:00;*;*;25/12/2020 12:00;*;Sudeste/Centro-Oeste;*;*;5;27474,577
25/12/2020 13:00:00;*;*;25/12/2020 13:00;*;Sudeste/Centro-Oeste;*;*;5;27228,914
25/12/2020 14:00:00;*;*;25/12/2020 14:00;*;Sudeste/Centro-Oeste;*;*;5;27481,323
25/12/2020 15:00:00;*;*;25/12/2020 15:00;*;Sudeste/Centro-Oeste;*;*;5;27777,695
25/12/2020 16:00:00;*;*;25/12/2020 16:00;*;Sudeste/Centro-Oeste;*;*;5;28031,73
25/12/2020 17:00:00;*;*;25/12/2020 17:00;*;Sudeste/Centro-Oeste;*;*;5;28898,613
25/12/2020 18:00:00;*;*;25/12/2020 18:00;*;Sudeste/Centro-Oeste;*;*;5;30107,08
25/12/2020 19:00:00;*;*;25/12/2020 19:00;*;Sudeste/Centro-Oeste;*;*;5;31978,886
25/12/2020 20:00:00;*;*;25/12/2020 20:00;*;Sudeste/Centro-Oeste;*;*;5;33265,964
25/12/2020 21:00:00;*;*;25/12/2020 21:00;*;Sudeste/Centro-Oeste;*;*;5;33964,771
25/12/2020 22:00:00;*;*;25/12/2020 22:00;*;Sudeste/Centro-Oeste;*;*;5;33431,963
25/12/2020 23:00:00;*;*;25/12/2020 23:00;*;Sudeste/Centro-Oeste;*;*;5;31967,157
26/12/2020 00:00:00;*;*;26/12/2020 0:00;*;Sudeste/Centro-Oeste;*;*;5;30761,528
26/12/2020 01:00:00;*;*;26/12/2020 1:00;*;Sudeste/Centro-Oeste;*;*;5;28918,62
26/12/2020 02:00:00;*;*;26/12/2020 2:00;*;Sudeste/Centro-Oeste;*;*;5;27577,131
26/12/2020 03:00:00;*;*;26/12/2020 3:00;*;Sudeste/Centro-Oeste;*;*;5;27103,28
26/12/2020 04:00:00;*;*;26/12/2020 4:00;*;Sudeste/Centro-Oeste;*;*;5;27376,914
26/12/2020 05:00:00;*;*;26/12/2020 5:00;*;Sudeste/Centro-Oeste;*;*;5;26735,359
26/12/2020 06:00:00;*;*;26/12/2020 6:00;*;Sudeste/Centro-Oeste;*;*;5;27076,847
26/12/2020 07:00:00;*;*;26/12/2020 7:00;*;Sudeste/Centro-Oeste;*;*;5;27715,211
26/12/2020 08:00:00;*;*;26/12/2020 8:00;*;Sudeste/Centro-Oeste;*;*;5;28756,17
26/12/2020 09:00:00;*;*;26/12/2020 9:00;*;Sudeste/Centro-Oeste;*;*;5;29580,053
26/12/2020 10:00:00;*;*;26/12/2020 10:00;*;Sudeste/Centro-Oeste;*;*;5;30632,876
26/12/2020 11:00:00;*;*;26/12/2020 11:00;*;Sudeste/Centro-Oeste;*;*;5;30911,449
26/12/2020 12:00:00;*;*;26/12/2020 12:00;*;Sudeste/Centro-Oeste;*;*;5;31280,376
26/12/2020 13:00:00;*;*;26/12/2020 13:00;*;Sudeste/Centro-Oeste;*;*;5;31352,087
26/12/2020 14:00:00;*;*;26/12/2020 14:00;*;Sudeste/Centro-Oeste;*;*;5;31153,952
26/12/2020 15:00:00;*;*;26/12/2020 15:00;*;Sudeste/Centro-Oeste;*;*;5;31610,089
26/12/2020 16:00:00;*;*;26/12/2020 16:00;*;Sudeste/Centro-Oeste;*;*;5;31622,56
26/12/2020 17:00:00;*;*;26/12/2020 17:00;*;Sudeste/Centro-Oeste;*;*;5;32414,973
26/12/2020 18:00:00;*;*;26/12/2020 18:00;*;Sudeste/Centro-Oeste;*;*;5;33806,067
26/12/2020 19:00:00;*;*;26/12/2020 19:00;*;Sudeste/Centro-Oeste;*;*;5;36347,17
26/12/2020 20:00:00;*;*;26/12/2020 20:00;*;Sudeste/Centro-Oeste;*;*;5;36077,122
26/12/2020 21:00:00;*;*;26/12/2020 21:00;*;Sudeste/Centro-Oeste;*;*;5;35062,998
26/12/2020 22:00:00;*;*;26/12/2020 22:00;*;Sudeste/Centro-Oeste;*;*;5;34679,304
26/12/2020 23:00:00;*;*;26/12/2020 23:00;*;Sudeste/Centro-Oeste;*;*;5;33153,242
27/12/2020 00:00:00;*;*;27/12/2020 0:00;*;Sudeste/Centro-Oeste;*;*;5;31533,713
27/12/2020 01:00:00;*;*;27/12/2020 1:00;*;Sudeste/Centro-Oeste;*;*;5;30625,865
27/12/2020 02:00:00;*;*;27/12/2020 2:00;*;Sudeste/Centro-Oeste;*;*;5;29543,049
27/12/2020 03:00:00;*;*;27/12/2020 3:00;*;Sudeste/Centro-Oeste;*;*;5;29210,292
27/12/2020 04:00:00;*;*;27/12/2020 4:00;*;Sudeste/Centro-Oeste;*;*;5;28812,843
27/12/2020 05:00:00;*;*;27/12/2020 5:00;*;Sudeste/Centro-Oeste;*;*;5;27899,654
27/12/2020 06:00:00;*;*;27/12/2020 6:00;*;Sudeste/Centro-Oeste;*;*;5;27239,564
27/12/2020 07:00:00;*;*;27/12/2020 7:00;*;Sudeste/Centro-Oeste;*;*;5;27792,955
27/12/2020 08:00:00;*;*;27/12/2020 8:00;*;Sudeste/Centro-Oeste;*;*;5;29096,735
27/12/2020 09:00:00;*;*;27/12/2020 9:00;*;Sudeste/Centro-Oeste;*;*;5;29795,446
27/12/2020 10:00:00;*;*;27/12/2020 10:00;*;Sudeste/Centro-Oeste;*;*;5;30624,967
27/12/2020 11:00:00;*;*;27/12/2020 11:00;*;Sudeste/Centro-Oeste;*;*;5;30645,225
27/12/2020 12:00:00;*;*;27/12/2020 12:00;*;Sudeste/Centro-Oeste;*;*;5;30876,794
27/12/2020 13:00:00;*;*;27/12/2020 13:00;*;Sudeste/Centro-Oeste;*;*;5;30959,101
27/12/2020 14:00:00;*;*;27/12/2020 14:00;*;Sudeste/Centro-Oeste;*;*;5;30761,147
27/12/2020 15:00:00;*;*;27/12/2020 15:00;*;Sudeste/Centro-Oeste;*;*;5;31252,152
27/12/2020 16:00:00;*;*;27/12/2020 16:00;*;Sudeste/Centro-Oeste;*;*;5;32033,33
27/12/2020 17:00:00;*;*;27/12/2020 17:00;*;Sudeste/Centro-Oeste;*;*;5;32772,944
27/12/2020 18:00:00;*;*;27/12/2020 18:00;*;Sudeste/Centro-Oeste;*;*;5;33038,967
27/12/2020 19:00:00;*;*;27/12/2020 19:00;*;Sudeste/Centro-Oeste;*;*;5;34274,09
27/12/2020 20:00:00;*;*;27/12/2020 20:00;*;Sudeste/Centro-Oeste;*;*;5;34307,788
27/12/2020 21:00:00;*;*;27/12/2020 21:00;*;Sudeste/Centro-Oeste;*;*;5;33971,481
27/12/2020 22:00:00;*;*;27/12/2020 22:00;*;Sudeste/Centro-Oeste;*;*;5;33285,232
27/12/2020 23:00:00;*;*;27/12/2020 23:00;*;Sudeste/Centro-Oeste;*;*;5;32770,341
28/12/2020 00:00:00;*;*;28/12/2020 0:00;*;Sudeste/Centro-Oeste;*;*;5;32815,414
28/12/2020 01:00:00;*;*;28/12/2020 1:00;*;Sudeste/Centro-Oeste;*;*;5;32585,748
28/12/2020 02:00:00;*;*;28/12/2020 2:00;*;Sudeste/Centro-Oeste;*;*;5;31598,839
28/12/2020 03:00:00;*;*;28/12/2020 3:00;*;Sudeste/Centro-Oeste;*;*;5;31076,874
28/12/2020 04:00:00;*;*;28/12/2020 4:00;*;Sudeste/Centro-Oeste;*;*;5;31196,371
28/12/2020 05:00:00;*;*;28/12/2020 5:00;*;Sudeste/Centro-Oeste;*;*;5;30943,852
28/12/2020 06:00:00;*;*;28/12/2020 6:00;*;Sudeste/Centro-Oeste;*;*;5;31246,398
28/12/2020 07:00:00;*;*;28/12/2020 7:00;*;Sudeste/Centro-Oeste;*;*;5;33031,033
28/12/2020 08:00:00;*;*;28/12/2020 8:00;*;Sudeste/Centro-Oeste;*;*;5;34123,931
28/12/2020 09:00:00;*;*;28/12/2020 9:00;*;Sudeste/Centro-Oeste;*;*;5;34737,156
28/12/2020 10:00:00;*;*;28/12/2020 10:00;*;Sudeste/Centro-Oeste;*;*;5;35507,378
28/12/2020 11:00:00;*;*;28/12/2020 11:00;*;Sudeste/Centro-Oeste;*;*;5;36572,032
28/12/2020 12:00:00;*;*;28/12/2020 12:00;*;Sudeste/Centro-Oeste;*;*;5;36500,073
28/12/2020 13:00:00;*;*;28/12/2020 13:00;*;Sudeste/Centro-Oeste;*;*;5;37409,194
28/12/2020 14:00:00;*;*;28/12/2020 14:00;*;Sudeste/Centro-Oeste;*;*;5;38315,169
28/12/2020 15:00:00;*;*;28/12/2020 15:00;*;Sudeste/Centro-Oeste;*;*;5;38463,925
28/12/2020 16:00:00;*;*;28/12/2020 16:00;*;Sudeste/Centro-Oeste;*;*;5;38660,98
28/12/2020 17:00:00;*;*;28/12/2020 17:00;*;Sudeste/Centro-Oeste;*;*;5;37789,443
28/12/2020 18:00:00;*;*;28/12/2020 18:00;*;Sudeste/Centro-Oeste;*;*;5;38089,126
28/12/2020 19:00:00;*;*;28/12/2020 19:00;*;Sudeste/Centro-Oeste;*;*;5;39859,851
28/12/2020 20:00:00;*;*;28/12/2020 20:00;*;Sudeste/Centro-Oeste;*;*;5;39848,174
28/12/2020 21:00:00;*;*;28/12/2020 21:00;*;Sudeste/Centro-Oeste;*;*;5;39678,898
28/12/2020 22:00:00;*;*;28/12/2020 22:00;*;Sudeste/Centro-Oeste;*;*;5;38387,061
28/12/2020 23:00:00;*;*;28/12/2020 23:00;*;Sudeste/Centro-Oeste;*;*;5;37404,299
29/12/2020 00:00:00;*;*;29/12/2020 0:00;*;Sudeste/Centro-Oeste;*;*;5;36107,672
29/12/2020 01:00:00;*;*;29/12/2020 1:00;*;Sudeste/Centro-Oeste;*;*;5;34779,436
29/12/2020 02:00:00;*;*;29/12/2020 2:00;*;Sudeste/Centro-Oeste;*;*;5;33061,397
29/12/2020 03:00:00;*;*;29/12/2020 3:00;*;Sudeste/Centro-Oeste;*;*;5;32421,484
29/12/2020 04:00:00;*;*;29/12/2020 4:00;*;Sudeste/Centro-Oeste;*;*;5;32472,68
29/12/2020 05:00:00;*;*;29/12/2020 5:00;*;Sudeste/Centro-Oeste;*;*;5;31954,648
29/12/2020 06:00:00;*;*;29/12/2020 6:00;*;Sudeste/Centro-Oeste;*;*;5;32309,653
29/12/2020 07:00:00;*;*;29/12/2020 7:00;*;Sudeste/Centro-Oeste;*;*;5;34343,054
29/12/2020 08:00:00;*;*;29/12/2020 8:00;*;Sudeste/Centro-Oeste;*;*;5;36285,421
29/12/2020 09:00:00;*;*;29/12/2020 9:00;*;Sudeste/Centro-Oeste;*;*;5;37190,863
29/12/2020 10:00:00;*;*;29/12/2020 10:00;*;Sudeste/Centro-Oeste;*;*;5;38005,025
29/12/2020 11:00:00;*;*;29/12/2020 11:00;*;Sudeste/Centro-Oeste;*;*;5;38615,945
29/12/2020 12:00:00;*;*;29/12/2020 12:00;*;Sudeste/Centro-Oeste;*;*;5;37805,021
29/12/2020 13:00:00;*;*;29/12/2020 13:00;*;Sudeste/Centro-Oeste;*;*;5;39018,312
29/12/2020 14:00:00;*;*;29/12/2020 14:00;*;Sudeste/Centro-Oeste;*;*;5;39190,269
29/12/2020 15:00:00;*;*;29/12/2020 15:00;*;Sudeste/Centro-Oeste;*;*;5;39334,246
29/12/2020 16:00:00;*;*;29/12/2020 16:00;*;Sudeste/Centro-Oeste;*;*;5;39287,559
29/12/2020 17:00:00;*;*;29/12/2020 17:00;*;Sudeste/Centro-Oeste;*;*;5;38697,028
29/12/2020 18:00:00;*;*;29/12/2020 18:00;*;Sudeste/Centro-Oeste;*;*;5;38409,651
29/12/2020 19:00:00;*;*;29/12/2020 19:00;*;Sudeste/Centro-Oeste;*;*;5;39970,457
29/12/2020 20:00:00;*;*;29/12/2020 20:00;*;Sudeste/Centro-Oeste;*;*;5;40308,907
29/12/2020 21:00:00;*;*;29/12/2020 21:00;*;Sudeste/Centro-Oeste;*;*;5;39853,311
29/12/2020 22:00:00;*;*;29/12/2020 22:00;*;Sudeste/Centro-Oeste;*;*;5;38974,85
29/12/2020 23:00:00;*;*;29/12/2020 23:00;*;Sudeste/Centro-Oeste;*;*;5;37433,309
30/12/2020 00:00:00;*;*;30/12/2020 0:00;*;Sudeste/Centro-Oeste;*;*;5;35688,73
30/12/2020 01:00:00;*;*;30/12/2020 1:00;*;Sudeste/Centro-Oeste;*;*;5;34403,123
30/12/2020 02:00:00;*;*;30/12/2020 2:00;*;Sudeste/Centro-Oeste;*;*;5;33173,874
30/12/2020 03:00:00;*;*;30/12/2020 3:00;*;Sudeste/Centro-Oeste;*;*;5;32185,429
30/12/2020 04:00:00;*;*;30/12/2020 4:00;*;Sudeste/Centro-Oeste;*;*;5;32124,242
30/12/2020 05:00:00;*;*;30/12/2020 5:00;*;Sudeste/Centro-Oeste;*;*;5;31447,88
30/12/2020 06:00:00;*;*;30/12/2020 6:00;*;Sudeste/Centro-Oeste;*;*;5;31528,126
30/12/2020 07:00:00;*;*;30/12/2020 7:00;*;Sudeste/Centro-Oeste;*;*;5;33933,19
30/12/2020 08:00:00;*;*;30/12/2020 8:00;*;Sudeste/Centro-Oeste;*;*;5;35672,686
30/12/2020 09:00:00;*;*;30/12/2020 9:00;*;Sudeste/Centro-Oeste;*;*;5;36383,822
30/12/2020 10:00:00;*;*;30/12/2020 10:00;*;Sudeste/Centro-Oeste;*;*;5;36895,883
30/12/2020 11:00:00;*;*;30/12/2020 11:00;*;Sudeste/Centro-Oeste;*;*;5;37765,296
30/12/2020 12:00:00;*;*;30/12/2020 12:00;*;Sudeste/Centro-Oeste;*;*;5;37941,542
30/12/2020 13:00:00;*;*;30/12/2020 13:00;*;Sudeste/Centro-Oeste;*;*;5;38242,49
30/12/2020 14:00:00;*;*;30/12/2020 14:00;*;Sudeste/Centro-Oeste;*;*;5;38675,077
30/12/2020 15:00:00;*;*;30/12/2020 15:00;*;Sudeste/Centro-Oeste;*;*;5;38987,937
30/12/2020 16:00:00;*;*;30/12/2020 16:00;*;Sudeste/Centro-Oeste;*;*;5;38766,536
30/12/2020 17:00:00;*;*;30/12/2020 17:00;*;Sudeste/Centro-Oeste;*;*;5;37681,567
30/12/2020 18:00:00;*;*;30/12/2020 18:00;*;Sudeste/Centro-Oeste;*;*;5;37542,035
30/12/2020 19:00:00;*;*;30/12/2020 19:00;*;Sudeste/Centro-Oeste;*;*;5;39320,409
30/12/2020 20:00:00;*;*;30/12/2020 20:00;*;Sudeste/Centro-Oeste;*;*;5;39904,473
